class,age,expID,sessionID,filename,valid
car,3,cdmrunv3,1533589784346.png,car_sketch_age3_cdm_run_v31533589784346.png,1
car,4,cdmrunv3,1534116098865.png,car_sketch_age4_cdm_run_v31534116098865.png,1
car,4,cdmrunv3,1534198612126.png,car_sketch_age4_cdm_run_v31534198612126.png,1
car,4,cdmrunv3,1534279499637.png,car_sketch_age4_cdm_run_v31534279499637.png,1
car,4,cdmrunv3,1534721392552.png,car_sketch_age4_cdm_run_v31534721392552.png,1
car,4,cdmrunv3,1534722070761.png,car_sketch_age4_cdm_run_v31534722070761.png,1
car,4,cdmrunv3,1534791081013.png,car_sketch_age4_cdm_run_v31534791081013.png,1
car,4,cdmrunv3,1534801537754.png,car_sketch_age4_cdm_run_v31534801537754.png,1
car,4,cdmrunv3,1534875113287.png,car_sketch_age4_cdm_run_v31534875113287.png,1
car,4,cdmrunv3,1535056087064.png,car_sketch_age4_cdm_run_v31535056087064.png,1
car,4,cdmrunv3,1535138252650.png,car_sketch_age4_cdm_run_v31535138252650.png,1
car,4,cdmrunv3,1535144598435.png,car_sketch_age4_cdm_run_v31535144598435.png,1
car,5,cdmrunv3,1526756687249.png,car_sketch_age5_cdm_run_v31526756687249.png,1
